organization_id,date_entered,website_url,vetted,date_vetted,risk_level,supplier,client,lab,other,notes
81,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
82,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
83,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
84,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
85,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
86,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
87,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
88,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
89,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
90,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
91,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
92,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
93,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
94,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
95,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
96,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
97,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
98,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
99,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
100,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
101,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
102,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
103,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
104,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
105,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
106,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
107,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
108,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
109,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
110,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
111,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
112,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
113,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
114,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
115,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
116,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
117,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
118,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
119,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
120,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
121,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
122,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
123,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
124,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
125,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
126,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
127,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
128,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
129,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
130,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
131,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
132,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
133,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
134,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
135,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
136,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
137,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
138,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
139,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
140,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
141,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
142,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
143,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
144,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
145,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
146,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
147,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
148,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
149,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
150,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
151,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
152,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
153,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
154,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
155,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
156,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
157,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
158,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
159,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
160,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
161,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
162,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
163,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
164,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
165,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
166,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
167,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
168,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
169,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
170,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
171,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
172,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
173,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
174,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
175,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
176,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
177,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
178,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
179,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
180,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
181,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
182,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
183,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
184,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
185,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
186,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
187,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
188,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
189,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
190,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
191,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
192,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
193,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
194,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
195,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
196,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
197,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
198,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
199,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
200,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
201,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
202,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
203,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
204,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
205,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
206,NULL,NULL,0,NULL,UNKNOWN,1,0,0,0,Data from Powders Inventory
207,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
208,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
209,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
210,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
211,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
212,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
213,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
214,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
215,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
216,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
217,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
218,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
219,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
220,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
221,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
222,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
223,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
224,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
225,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
226,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
227,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
228,NULL,NULL,0,NULL,No Risk,1,0,0,0,Data from Items Inventory
